Identifier,name,iso_region,State Abbreviation,State,City,Wikipedia Description,type,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,column_13,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
K1N7,Blairstown Airport,US-NJ,NJ,New Jersey,Blairstown,,small_airport,40.9711,-74.997498,372,NA,US,,no,,,1N7,1N7,,https://en.wikipedia.org/wiki/Blairstown_Airport,
K1V2,Grant County Airport,US-NE,NE,Nebraska,Hyannis,,small_airport,42.010036,-101.77007,3710,NA,US,,no,,,1V2,1V2,,https://en.wikipedia.org/wiki/Grant_County_Airport_(Nebraska),
K20N,Kingston-Ulster Airport,US-NY,NY,New York,Kingston,,small_airport,41.985298,-73.964104,149,NA,US,,no,,,K20N,20N,,https://en.wikipedia.org/wiki/Kingston%E2%80%93Ulster_Airport,
K21D,Lake Elmo Airport,US-MN,MN,Minnesota,St Paul,,small_airport,44.99750137,-92.85569763,933,NA,US,,no,,,K21D,21D,,https://en.wikipedia.org/wiki/Lake_Elmo_Airport,
K22N,Jake Arner Memorial Airport,US-PA,PA,Pennsylvania,Lehighton,,small_airport,40.809502,-75.761497,534,NA,US,,no,,,K22N,22N,,https://en.wikipedia.org/wiki/Jake_Arner_Memorial_Airport,
K27K,Georgetown-Scott County Regional Airport,US-KY,KY,Kentucky,Georgetown,,small_airport,38.234405,-84.434702,947,NA,US,,no,,,K27K,27K,http://georgetownscottcountyairport.com/,https://en.wikipedia.org/wiki/Georgetown-Scott_County_Airport,Georgetown Scott County - Marshall Field
K28J,Palatka Municipal - Lt. Kay Larkin Field,US-FL,FL,Florida,Palatka,,small_airport,29.6586,-81.688904,48,NA,US,,no,,,K28J,28J,,https://en.wikipedia.org/wiki/Palatka_Municipal_Airport,
K29D,Grove City Airport,US-PA,PA,Pennsylvania,Grove City,,small_airport,41.146,-80.167702,1371,NA,US,,no,,,K29D,29D,,https://en.wikipedia.org/wiki/Grove_City_Airport,
K2B7,Pittsfield Municipal Airport,US-ME,ME,Maine,Pittsfield,,small_airport,44.768501,-69.374397,198,NA,US,,no,,,,2B7,http://web.archive.org/web/20210627105317/http://www.maine.gov/mdot/aviation/docs/airportmasterplans/Pittsfield_AMPU-2017.pdf,https://en.wikipedia.org/wiki/Pittsfield_Municipal_Airport_(Maine),
K2G2,Jefferson County Airpark,US-OH,OH,Ohio,Steubenville,,small_airport,40.359402,-80.700104,1196,NA,US,,no,,,K2G2,2G2,,https://en.wikipedia.org/wiki/Jefferson_County_Airpark,
K2GC,Grays Creek Airport,US-NC,NC,North Carolina,Fayetteville,,small_airport,34.8937,-78.843498,160,NA,US,,no,,,,2GC,,,
K2H2,Jerry Sumners Sr Aurora Municipal Airport,US-MO,MO,Missouri,Aurora,,small_airport,36.962299,-93.695297,1434,NA,US,,no,,,K2H2,2H2,,https://en.wikipedia.org/wiki/Jerry_Sumners_Sr._Aurora_Municipal_Airport,
K2L0,Pineville Municipal Airport,US-LA,LA,Louisiana,Pineville,,small_airport,31.341931,-92.4436,100,NA,US,,no,,,,2L0,http://www.pineville.net/department/?fDD=14-0,,9LA6
K2O3,Angwin Airport-Parrett Field,US-CA,CA,California,Angwin,,small_airport,38.578499,-122.434998,1875,NA,US,,no,,,,2O3,,https://en.wikipedia.org/wiki/Angwin%E2%80%93Parrett_Field,
K2R2,Hendricks County Gordon Graham Field,US-IN,IN,Indiana,Indianapolis,,small_airport,39.7481,-86.473801,897,NA,US,,no,,,K2R2,2R2,,https://en.wikipedia.org/wiki/Hendricks_County_Airport,
K2R4,Peter Prince Field,US-FL,FL,Florida,Milton,,small_airport,30.6376,-86.993698,82,NA,US,,no,,,K2R4,2R4,,https://en.wikipedia.org/wiki/Peter_Prince_Field,
K2R9,Kenedy Regional Airport,US-TX,TX,Texas,Kenedy,,small_airport,28.825001,-97.865601,289,NA,US,,no,,,,2R9,,,Karnes County
K2W6,St. Mary's County Regional Airport,US-MD,MD,Maryland,California,,small_airport,38.315399,-76.550102,142,NA,US,,no,,LTW,,2W6,,https://en.wikipedia.org/wiki/St._Mary's_County_Regional_Airport,
K32S,Stevensville Airport,US-MT,MT,Montana,Stevensville,,small_airport,46.525101,-114.053001,3610,NA,US,,no,,,K32S,32S,,https://en.wikipedia.org/wiki/Stevensville_Airport,
K33N,Delaware Airpark,US-DE,DE,Delaware,Dover/Cheswold,,small_airport,39.21874,-75.600424,56,NA,US,,no,,,K33N,33N,,https://en.wikipedia.org/wiki/Delaware_Airpark,
K38D,Salem Airpark Inc Airport,US-OH,OH,Ohio,Salem,,small_airport,40.948101,-80.862099,1162,NA,US,,no,,,K38D,38D,,https://en.wikipedia.org/wiki/Salem_Airpark,
K39N,Princeton Airport,US-NJ,NJ,New Jersey,Princeton/Rocky Hill,,small_airport,40.39920044,-74.6588974,128,NA,US,,no,,PCT,39N,39N,http://www.princetonairport.com/recent-history/,https://en.wikipedia.org/wiki/Princeton_Airport_(New_Jersey),
K3AU,Augusta Municipal Airport,US-KS,KS,Kansas,Augusta,,small_airport,37.6716,-97.077904,1328,NA,US,,no,,,K3AU,3AU,,https://en.wikipedia.org/wiki/Augusta_Municipal_Airport,
K3B0,Southbridge Municipal Airport,US-MA,MA,Massachusetts,Southbridge,,small_airport,42.10089874,-72.03839874,699,NA,US,,no,,,K3B0,3B0,,https://en.wikipedia.org/wiki/Southbridge_Municipal_Airport,
K3BS,Jack Barstow Airport,US-MI,MI,Michigan,Midland,,small_airport,43.663054,-84.258606,635,NA,US,,no,,,KIKW,IKW,,https://en.wikipedia.org/wiki/Jack_Barstow_Municipal_Airport,3BS
K3CK,Lake in the Hills Airport,US-IL,IL,Illinois,Chicago/Lake in the Hills,,small_airport,42.206799,-88.322998,888,NA,US,,no,,,K3CK,3CK,,https://en.wikipedia.org/wiki/Lake_in_the_Hills_Airport,
K3F9,Mineola Wisener Field,US-TX,TX,Texas,Mineola,,small_airport,32.676701,-95.510803,429,NA,US,,no,,,K3F9,3F9,,https://en.wikipedia.org/wiki/Mineola_Airport,
K3G3,Wadsworth Municipal Airport,US-OH,OH,Ohio,Wadsworth,,small_airport,41.003101,-81.7565,974,NA,US,,no,,,K3G3,3G3,,https://en.wikipedia.org/wiki/Wadsworth_Municipal_Airport,
K3G4,Ashland County Airport,US-OH,OH,Ohio,Ashland,,small_airport,40.903,-82.2556,1206,NA,US,,no,,,3G4,3G4,,https://en.wikipedia.org/wiki/Ashland_County_Airport,
K3GM,Grand Haven Memorial Airpark,US-MI,MI,Michigan,Grand Haven,,small_airport,43.034,-86.198196,604,NA,US,,no,,,K3GM,3GM,,https://en.wikipedia.org/wiki/Grand_Haven_Memorial_Airpark,
K3HO,Hobart Sky Ranch Airport,US-IN,IN,Indiana,Hobart,,small_airport,41.55419922,-87.26249695,644,NA,US,,no,,,K3HO,3HO,,https://en.wikipedia.org/wiki/Hobart_Sky_Ranch_Airport,
K3I2,Mason County Airport,US-WV,WV,West Virginia,Point Pleasant,,small_airport,38.9146,-82.098602,643,NA,US,,no,,,K3I2,3I2,,https://en.wikipedia.org/wiki/Mason_County_Airport_(West_Virginia),
K3I3,Sky King Airport,US-IN,IN,Indiana,Terre Haute,,small_airport,39.547223,-87.378623,496,NA,US,,no,,,K3I3,3I3,,https://en.wikipedia.org/wiki/Sky_King_Airport,
K3I7,Dayton-Phillipsburg Airport,US-OH,OH,Ohio,Phillipsburg,,small_airport,39.913305,-84.400398,1031,NA,US,,no,,,,3I7,,,
K3J7,Greene County Regional Airport,US-GA,GA,Georgia,Greensboro,,small_airport,33.598008,-83.138158,677,NA,US,,no,,,KCPP,CPP,,https://en.wikipedia.org/wiki/Greene_County_Regional_Airport,3J7
K3K6,St Louis Metro-East Airport/Shafer Field,US-IL,IL,Illinois,St Jacob,,small_airport,38.732899,-89.806602,477,NA,US,,no,,,IL48,IL48,,,3K6
K3MY,Mount Hawley Auxiliary Airport,US-IL,IL,Illinois,Peoria,,small_airport,40.7953,-89.613403,786,NA,US,,no,,,K3MY,3MY,,https://en.wikipedia.org/wiki/Mount_Hawley_Auxiliary_Airport,
K3N6,Old Bridge Airport,US-NJ,NJ,New Jersey,Old Bridge,,small_airport,40.329899,-74.346802,87,NA,US,,no,,,K3N6,3N6,,https://en.wikipedia.org/wiki/Old_Bridge_Airport,
K3S4,Illinois Valley Airport,US-OR,OR,Oregon,Cave Junction,,small_airport,42.10369873,-123.6819992,1394,NA,US,,no,,,3S4,3S4,http://www.co.josephine.or.us/Page.asp?NavID=1246,https://en.wikipedia.org/wiki/Illinois_Valley_Airport,Siskiyou Smokejumper Base
K3S8,Grants Pass Airport,US-OR,OR,Oregon,Grants Pass,,small_airport,42.510101,-123.388,1126,NA,US,,no,,GTP,,3S8,,https://en.wikipedia.org/wiki/Grants_Pass_Airport,Merlin
K41U,Manti-Ephraim Airport,US-UT,UT,Utah,Manti,,small_airport,39.32910156,-111.6149979,5500,NA,US,,no,,NTJ,41U,41U,,,
K42A,Melbourne Municipal John E Miller Field,US-AR,AR,Arkansas,Melbourne,,small_airport,36.070999,-91.830101,735,NA,US,,no,,,K42A,42A,,https://en.wikipedia.org/wiki/Melbourne_Municipal_Airport,
K42I,Parr Airport,US-OH,OH,Ohio,Zanesville,,small_airport,40.00699997,-82.01239777,790,NA,US,,no,,,K42I,42I,,,
K42J,Keystone Heights Airport,US-FL,FL,Florida,Keystone Heights,,small_airport,29.8447,-82.047501,196,NA,US,,no,,,,42J,https://keystoneairport.com/,https://en.wikipedia.org/wiki/Keystone_Heights_Airport,Keystone Airpark
K44C,Beloit Airport,US-WI,WI,Wisconsin,Beloit,,small_airport,42.497799,-88.967598,817,NA,US,,no,,,K44C,44C,,https://en.wikipedia.org/wiki/Beloit_Airport,
K45R,Hawthorne Field,US-TX,TX,Texas,Kountze/Silsbee,,small_airport,30.3362999,-94.25749969,71,NA,US,,no,,,K45R,45R,,,
K46U,Alpine Airport,US-WY,WY,Wyoming,Alpine,,small_airport,43.181876,-111.038657,5634,NA,US,,no,,,46U,46U,,,
K47N,Central Jersey Regional Airport,US-NJ,NJ,New Jersey,Manville,,small_airport,40.5243988,-74.5983963,86,NA,US,,no,,JVI,47N,47N,http://www.centraljerseyairport.com/,https://en.wikipedia.org/wiki/Central_Jersey_Regional_Airport,Kupper Airport
K48D,Clare Municipal Airport,US-MI,MI,Michigan,Clare,,small_airport,43.834499,-84.740196,857,NA,US,,no,,,K48D,48D,,https://en.wikipedia.org/wiki/Clare_Municipal_Airport,
K4A4,Polk County Airport- Cornelius Moore Field,US-GA,GA,Georgia,Cedartown,,small_airport,34.01869965,-85.14649963,974,NA,US,,no,,,K4A4,4A4,,,
K4B8,Robertson Field,US-CT,CT,Connecticut,Plainville,,small_airport,41.69039917,-72.8647995,200,NA,US,,no,,,K4B8,4B8,,https://en.wikipedia.org/wiki/Robertson_Field,
K4D0,Abrams Municipal Airport,US-MI,MI,Michigan,Grand Ledge,,small_airport,42.775202,-84.736378,842,NA,US,,no,,,K4D0,4D0,,https://en.wikipedia.org/wiki/Abrams_Municipal_Airport,
K4G4,Youngstown Elser Metro Airport,US-OH,OH,Ohio,Youngstown,,small_airport,40.9618,-80.677299,1070,NA,US,,no,,,,4G4,,https://en.wikipedia.org/wiki/Youngstown_Elser_Metro_Airport,
K4G5,Monroe County Airport,US-OH,OH,Ohio,Woodsfield,,small_airport,39.778999,-81.102798,1197,NA,US,,no,,,K4G5,4G5,,https://en.wikipedia.org/wiki/Monroe_County_Airport_(Ohio),
K4G8,Columbia Airport,US-OH,OH,Ohio,Columbia Station,,small_airport,41.318802,-81.960197,813,NA,US,,no,,,K4G8,4G8,,https://en.wikipedia.org/wiki/Columbia_Airport_(Ohio),
K4M1,Carroll County Airport,US-AR,AR,Arkansas,Berryville,,small_airport,36.381302,-93.624603,1205,NA,US,,no,,,K4M1,4M1,,https://en.wikipedia.org/wiki/Carroll_County_Airport_(Arkansas),
K4M3,Carlisle Municipal Airport,US-AR,AR,Arkansas,Carlisle,,small_airport,34.808201,-91.712097,241,NA,US,,no,,,K4M3,4M3,,https://en.wikipedia.org/wiki/Carlisle_Municipal_Airport,
K4N1,Greenwood Lake Airport,US-NJ,NJ,New Jersey,West Milford,,small_airport,41.12820053,-74.34670258,791,NA,US,,no,,,4N1,4N1,,https://en.wikipedia.org/wiki/Greenwood_Lake_Airport,
K4R7,Eunice Airport,US-LA,LA,Louisiana,Eunice,,small_airport,30.46629906,-92.42379761,42,NA,US,,no,,UCE,4R7,4R7,,,
K4S2,Ken Jernstedt Airfield,US-OR,OR,Oregon,Hood River,,small_airport,45.67259979,-121.5360031,631,NA,US,,no,,,K4S2,4S2,,https://en.wikipedia.org/wiki/Ken_Jernstedt_Airfield,
K4V0,Rangely Airport,US-CO,CO,Colorado,Rangely,,small_airport,40.094002,-108.763,5275,NA,US,,no,,,K4V0,4V0,,,
K50R,Lockhart Municipal Airport,US-TX,TX,Texas,Lockhart,,small_airport,29.85029984,-97.67240143,532,NA,US,,no,,,K50R,50R,,,
K52A,Madison Municipal Airport,US-GA,GA,Georgia,Madison,,small_airport,33.612099,-83.460403,694,NA,US,,no,,,52A,52A,,https://en.wikipedia.org/wiki/Madison_Municipal_Airport_(Georgia),
K52F,Aero Valley Airport,US-TX,TX,Texas,Roanoke,,small_airport,33.051575,-97.232051,643,NA,US,,no,,,K52F,52F,https://www.fly52f.org/,https://en.wikipedia.org/wiki/Northwest_Regional_Airport_(Texas),Northwest Regional
K55J,Fernandina Beach Municipal Airport,US-FL,FL,Florida,Fernandina Beach,,small_airport,30.611799,-81.461197,16,NA,US,,no,,,KFHB,FHB,http://www.fbfl.us/index.aspx?NID=66,https://en.wikipedia.org/wiki/Fernandina_Beach_Municipal_Airport,55J
K55Y,Rushford Municipal Airport - Robert W Bunke Field,US-MN,MN,Minnesota,Rushford,,small_airport,43.8158,-91.830101,1211,NA,US,,no,,,,55Y,http://www.rushford.govoffice.com/index.asp?SEC=E4507E08-19A6-48C3-B18E-862D748FF6CB&DE=66036454-0F79-4486-AA7A-E3D9801C3CB3&Typ,https://en.wikipedia.org/wiki/Rushford_Municipal_Airport,
K5B2,Saratoga County Airport,US-NY,NY,New York,Saratoga Springs,,small_airport,43.0513,-73.861198,434,NA,US,,no,,,K5B2,5B2,,https://en.wikipedia.org/wiki/Saratoga_County_Airport,
K5C1,Boerne Stage Field,US-TX,TX,Texas,Boerne,,small_airport,29.7239,-98.694603,1385,NA,US,,no,,,K5C1,5C1,https://boernestageairfield.com/,,San Antonio
K5F1,Post Garza County Municipal Airport,US-TX,TX,Texas,Post,,small_airport,33.201853,-101.337118,2545,NA,US,,no,,,K5F1,5F1,,,
K5G7,Bluffton Airport,US-OH,OH,Ohio,Bluffton,,small_airport,40.885399,-83.868599,851,NA,US,,no,,,,5G7,,https://en.wikipedia.org/wiki/Bluffton_Airport,
K5I4,Sheridan Airport,US-IN,IN,Indiana,Sheridan,,small_airport,40.177898,-86.2173,936,NA,US,,no,,,K5I4,5I4,,https://en.wikipedia.org/wiki/Sheridan_Airport,
K5M0,Hartselle-Morgan County Regional Airport,US-AL,AL,Alabama,Hartselle,,small_airport,34.408234,-86.932951,628,NA,US,,no,,,K5M0,5M0,,https://en.wikipedia.org/wiki/Hartselle%E2%80%93Morgan_County_Regional_Airport,
K5R4,Foley Municipal Airport,US-AL,AL,Alabama,Foley,,small_airport,30.427693,-87.700971,74,NA,US,,no,,,K5R4,5R4,,https://en.wikipedia.org/wiki/Foley_Municipal_Airport,
K5T6,Doña Ana County International Jetport,US-NM,NM,New Mexico,Santa Teresa,,small_airport,31.881001,-106.705002,4112,NA,US,,no,,,KDNA,DNA,https://www.donaanacounty.org/works/airport,https://en.wikipedia.org/wiki/Do%C3%B1a_Ana_County_International_Jetport,"5T6, Dona Ana County At Santa Teresa Airport"
K60J,Odell Williamson Municipal Airport,US-NC,NC,North Carolina,Ocean Isle Beach,,small_airport,33.90850067,-78.43669891,32,NA,US,,no,,,K60J,60J,,,
K61B,Boulder City Municipal Airport,US-NV,NV,Nevada,Boulder City,,medium_airport,35.947161,-114.858799,2201,NA,US,,yes,,BLD,KBVU,BVU,,https://en.wikipedia.org/wiki/Boulder_City_Municipal_Airport,61B
K64,Vinland Valley Aerodrome,US-KS,KS,Kansas,Baldwin City,,small_airport,38.83750153,-95.18219757,890,NA,US,,no,,,K64,K64,,,
K65S,Boundary County Airport,US-ID,ID,Idaho,Bonners Ferry,,small_airport,48.7258,-116.294998,2337,NA,US,,no,,,,65S,,https://en.wikipedia.org/wiki/Boundary_County_Airport,
K66Y,Diamondhead Airport,US-MS,MS,Mississippi,Diamondhead,,small_airport,30.363001,-89.387703,14,NA,US,,no,,,,66Y,,,
K67L,Mesquite International Airport,US-NV,NV,Nevada,Mesquite,,medium_airport,36.833105,-114.055928,1978,NA,US,,no,,MFH,,67L,http://www.cityofmesquite.com/457/Airport-Mesquite-Metro-Airport,https://en.wikipedia.org/wiki/Mesquite_Airport,
K68S,Davenport Municipal Airport,US-WA,WA,Washington,Davenport,,small_airport,47.652058,-118.173792,2421,NA,US,,no,,,K68S,68S,,https://en.wikipedia.org/wiki/Davenport_Municipal_Airport_(Washington),
K69V,Huntington Municipal Airport,US-UT,UT,Utah,Huntington,,small_airport,39.361198,-110.917,5915,NA,US,,no,,,,69V,,https://en.wikipedia.org/wiki/Huntington_Municipal_Airport_(Utah),
K6A2,Griffin Spalding County Airport,US-GA,GA,Georgia,Griffin,,small_airport,33.227001,-84.274902,958,NA,US,,no,,,K6A2,6A2,,,
K6I4,Boone County Airport,US-IN,IN,Indiana,Lebanon,,small_airport,40.007301,-86.440598,959,NA,US,,no,,,K6I4,6I4,,https://en.wikipedia.org/wiki/Boone_County_Airport_(Indiana),
K6R3,Cleveland Municipal Airport,US-TX,TX,Texas,Cleveland,,small_airport,30.3564,-95.008003,150,NA,US,,no,,,,6R3,,https://en.wikipedia.org/wiki/Cleveland_Municipal_Airport_(Texas),
K6S2,Florence Municipal Airport,US-OR,OR,Oregon,Florence,,small_airport,43.98279953,-124.1110001,51,NA,US,,no,,FMU,,6S2,http://www.ci.florence.or.us/airport,https://en.wikipedia.org/wiki/Florence_Municipal_Airport,
K6S5,Ravalli County Airport,US-MT,MT,Montana,Hamilton,,small_airport,46.251499,-114.125569,3642,NA,US,,no,,,KHRF,HRF,,,6S5
K71J,Ozark-Blackwell Field,US-AL,AL,Alabama,Ozark,,small_airport,31.431812,-85.620568,356,NA,US,,no,,,K71U,71J,,https://en.wikipedia.org/wiki/Blackwell_Field,
K76F,Van Zandt County Regional Airport,US-TX,TX,Texas,Wills Point,,medium_airport,32.681499,-95.9841,518,NA,US,,no,,,K76F,76F,,https://en.wikipedia.org/wiki/Van_Zandt_County_Regional_Airport,
K77S,Hobby Field,US-OR,OR,Oregon,Creswell,,small_airport,43.93080139,-123.0070038,538,NA,US,,no,,,K77S,77S,,https://en.wikipedia.org/wiki/Hobby_Field,
K78,Abilene Municipal Airport,US-KS,KS,Kansas,Abilene,,small_airport,38.904099,-97.235901,1152,NA,US,,no,,,,K78,http://www.abilenecityhall.com/index.aspx?NID=379,https://en.wikipedia.org/wiki/Abilene_Municipal_Airport,
K7B2,Northampton Airport,US-MA,MA,Massachusetts,Northampton,,small_airport,42.328098,-72.611397,121,NA,US,,no,,,,7B2,http://www.northamptonairport.com/,https://en.wikipedia.org/wiki/Northampton_Airport,
K7B6,Skylark Airpark,US-CT,CT,Connecticut,Warehouse Point,,small_airport,41.929298,-72.574501,120,NA,US,,no,,,K7B6,7B6,,https://en.wikipedia.org/wiki/Skylark_Airpark,
K7S5,Independence State Airport,US-OR,OR,Oregon,Independence,,small_airport,44.86700058,-123.197998,180,NA,US,,no,,,K7S5,7S5,,https://en.wikipedia.org/wiki/Independence_State_Airport,
K7S9,Lenhardt Airpark,US-OR,OR,Oregon,Hubbard,,small_airport,45.18040085,-122.7429962,165,NA,US,,no,,,K7S9,7S9,,https://en.wikipedia.org/wiki/Lenhardt_Airpark,
K82A,Marion County Airport,US-GA,GA,Georgia,Buena Vista,,small_airport,32.282398,-84.503502,682,NA,US,,no,,,K82A,82A,,https://en.wikipedia.org/wiki/Marion_County_Airport_(Georgia),
K82C,Mauston New Lisbon Union Airport,US-WI,WI,Wisconsin,New Lisbon,,small_airport,43.838699,-90.137703,906,NA,US,,no,,,K82C,82C,,https://en.wikipedia.org/wiki/Mauston%E2%80%93New_Lisbon_Union_Airport,
K8A0,Albertville Regional Airport/Thomas J Brumlik Field,US-AL,AL,Alabama,Albertville,,small_airport,34.229099,-86.255798,1032,NA,US,,no,KBFZ,,KBFZ,BFZ,http://albertvilleaviation.biz/,https://en.wikipedia.org/wiki/Albertville_Regional_Airport,8A0
K8B0,Steven A. Bean Municipal Airport,US-ME,ME,Maine,Rangeley,,small_airport,44.991902,-70.664597,1825,NA,US,,no,,,,8B0,,https://en.wikipedia.org/wiki/Steven_A._Bean_Municipal_Airport,
K8S1,Polson Airport,US-MT,MT,Montana,Polson,,small_airport,47.6954,-114.184998,2941,NA,US,,no,,,K8S1,8S1,,https://en.wikipedia.org/wiki/Polson_Airport,
K8Y6,Leaders Clear Lake Airport,US-MN,MN,Minnesota,Clear Lake,,small_airport,45.443693,-93.970343,990,NA,US,,no,,,K8Y6,8Y6,,,
K93C,Richland Airport,US-WI,WI,Wisconsin,Richland Center,,small_airport,43.283401,-90.298302,742,NA,US,,no,,,K93C,93C,,https://en.wikipedia.org/wiki/Richland_Airport_(Wisconsin),
K9A1,Covington Municipal Airport,US-GA,GA,Georgia,Covington,,small_airport,33.63249969,-83.84960175,809,NA,US,,no,,,KCVC,CVC,http://www.covingtonmunicipalairport.com/about-us,https://en.wikipedia.org/wiki/Covington_Municipal_Airport_(Georgia),9A1
K9A4,Courtland Airport,US-AL,AL,Alabama,Courtland,,small_airport,34.659028,-87.350206,588,NA,US,,no,,,K9A4,9A4,,https://en.wikipedia.org/wiki/Courtland_Airport,"Courtland Army Airfield, Lawrence County Airport"
K9D9,Hastings Airport,US-MI,MI,Michigan,Hastings,,small_airport,42.663601,-85.346298,801,NA,US,,no,,,K9D9,9D9,,https://en.wikipedia.org/wiki/Hastings_Airport_(Michigan),
K9F9,Sycamore Strip,US-TX,TX,Texas,Fort Worth,,small_airport,32.62850189,-97.35359955,760,NA,US,,no,,,K9F9,9F9,,https://en.wikipedia.org/wiki/Sycamore_Strip_Airport,
K9S5,Three Forks Airport,US-MT,MT,Montana,Three Forks,,small_airport,45.878101,-111.569,4089,NA,US,,no,,,K9S5,9S5,,https://en.wikipedia.org/wiki/Three_Forks_Airport,
KAAF,Apalachicola Regional Airport,US-FL,FL,Florida,Apalachicola,,small_airport,29.727501,-85.027496,20,NA,US,,no,KAAF,AAF,KAAF,AAF,,https://en.wikipedia.org/wiki/Apalachicola_Municipal_Airport,"AQQ, KAQQ"
KAAO,Colonel James Jabara Airport,US-KS,KS,Kansas,Wichita,,small_airport,37.74760056,-97.22109985,1421,NA,US,,no,,,KAAO,AAO,,https://en.wikipedia.org/wiki/Colonel_James_Jabara_Airport,
KAAS,Taylor County Airport,US-KY,KY,Kentucky,Campbellsville,,small_airport,37.358254,-85.309434,921,NA,US,,no,,,KAAS,AAS,https://taylorcountyky.gov/airport,https://en.wikipedia.org/wiki/Taylor_County_Airport_(Kentucky),
KABE,Lehigh Valley International Airport,US-PA,PA,Pennsylvania,Allentown,,medium_airport,40.651773,-75.442797,393,NA,US,,yes,KABE,ABE,KABE,ABE,,https://en.wikipedia.org/wiki/Lehigh_Valley_International_Airport,
KABI,Abilene Regional Airport,US-TX,TX,Texas,Abilene,,medium_airport,32.41130066,-99.68190002,1791,NA,US,,yes,KABI,ABI,KABI,ABI,,https://en.wikipedia.org/wiki/Abilene_Regional_Airport,
KABQ,Albuquerque International Sunport,US-NM,NM,New Mexico,Albuquerque,,large_airport,35.039976,-106.608925,5355,NA,US,,yes,KABQ,ABQ,KABQ,ABQ,http://www.abqsunport.com/,https://en.wikipedia.org/wiki/Albuquerque_International_Sunport,
KABR,Aberdeen Regional Airport,US-SD,SD,South Dakota,Aberdeen,,medium_airport,45.44910049,-98.42179871,1302,NA,US,,yes,KABR,ABR,KABR,ABR,,https://en.wikipedia.org/wiki/Aberdeen_Regional_Airport,
KACT,Waco Regional Airport,US-TX,TX,Texas,Waco,,medium_airport,31.61129951,-97.23049927,516,NA,US,,yes,KACT,ACT,KACT,ACT,,https://en.wikipedia.org/wiki/Waco_Regional_Airport,
KADG,Lenawee County Airport,US-MI,MI,Michigan,Adrian,,small_airport,41.866205,-84.077983,798,NA,US,,no,KADG,ADG,KADG,ADG,,https://en.wikipedia.org/wiki/Lenawee_County_Airport,
KADH,Ada Regional Airport,US-OK,OK,Oklahoma,Ada,,medium_airport,34.805214,-96.671988,1016,NA,US,,no,KADH,ADT,KADH,ADH,,https://en.wikipedia.org/wiki/Ada_Municipal_Airport,Ada Municipal
KADS,Addison Airport,US-TX,TX,Texas,Dallas,,small_airport,32.96860123,-96.83640289,644,NA,US,,no,KADS,ADS,KADS,ADS,,https://en.wikipedia.org/wiki/Addison_Airport,
KAEG,Double Eagle II Airport,US-NM,NM,New Mexico,Albuquerque,,small_airport,35.14519882,-106.7949982,5837,NA,US,,no,,,KAEG,AEG,,https://en.wikipedia.org/wiki/Double_Eagle_II_Airport,
KAEL,Albert Lea Municipal Airport,US-MN,MN,Minnesota,Albert Lea,,small_airport,43.68149948,-93.36720276,1260,NA,US,,no,KAEL,AEL,KAEL,AEL,,https://en.wikipedia.org/wiki/Albert_Lea_Municipal_Airport,
KAFF,USAF Academy Airfield,US-CO,CO,Colorado,Colorado Springs,,small_airport,38.972497,-104.821125,6572,NA,US,,no,KAFF,AFF,KAFF,AFF,,https://en.wikipedia.org/wiki/United_States_Air_Force_Academy_Airfield,
KAFK,Nebraska City Municipal Airport,US-NE,NE,Nebraska,Nebraska City,,small_airport,40.606899,-95.8657,1165,NA,US,,no,,,KAFK,AFK,,https://en.wikipedia.org/wiki/Nebraska_City_Municipal_Airport,
